platform,post_id,title,author,date,latitude,longitude,location_name,tags,url,views_or_score
German Events,evt_1762636240414_13,Bierfest in Magdeburg - December 2025,Veranstalter_3303,2025-12-08T16:10:40.414982,52.101884,11.624193,"Magdeburg, Sachsen-Anhalt","event,festival,sachsen-anhalt",https://events.de/magdeburg/evt_1762636240414_13,3633
German Events,evt_1762636240414_14,Weihnachtsmarkt in Freiburg - July 2025,Veranstalter_7295,2025-07-27T16:10:40.414988,47.991724,7.851686,"Freiburg, Baden-Württemberg","event,market,baden-württemberg",https://events.de/freiburg/evt_1762636240414_14,322
German Events,evt_1762636240414_15,Flohmarkt in Aachen - May 2026,Veranstalter_2630,2026-05-05T16:10:40.414994,50.770681,6.088245,"Aachen, Nordrhein-Westfalen","event,market,nordrhein-westfalen",https://events.de/aachen/evt_1762636240414_15,3211
German Events,evt_1762636240415_16,Food Truck Festival in Oldenburg - May 2025,Veranstalter_2429,2025-05-19T16:10:40.414999,53.138177,8.244058,"Oldenburg, Niedersachsen","event,food,niedersachsen",https://events.de/oldenburg/evt_1762636240415_16,1372
German Events,evt_1762636240415_17,Karneval in Mainz - January 2026,Veranstalter_8683,2026-01-05T16:10:40.415004,49.982686,8.226264,"Mainz, Rheinland-Pfalz","event,festival,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_17,5315
German Events,evt_1762636240415_18,Wissenschaftsmesse in Hamburg - November 2025,Veranstalter_1005,2025-11-22T16:10:40.415010,53.546293,9.976834,"Hamburg, Hamburg","event,education,hamburg",https://events.de/hamburg/evt_1762636240415_18,2339
German Events,evt_1762636240415_19,Buchmesse in Leipzig - October 2025,Veranstalter_5870,2025-10-10T16:10:40.415015,51.36794,12.391401,"Leipzig, Sachsen","event,culture,sachsen",https://events.de/leipzig/evt_1762636240415_19,3497
German Events,evt_1762636240415_20,Street Food Festival in Karlsruhe - August 2025,Veranstalter_4288,2025-08-24T16:10:40.415021,48.992252,8.381653,"Karlsruhe, Baden-Württemberg","event,food,baden-württemberg",https://events.de/karlsruhe/evt_1762636240415_20,5369
German Events,evt_1762636240415_21,Food Truck Festival in Bremen - August 2025,Veranstalter_8645,2025-08-23T16:10:40.415026,53.079052,8.781327,"Bremen, Bremen","event,food,bremen",https://events.de/bremen/evt_1762636240415_21,2427
German Events,evt_1762636240415_22,Wissenschaftsmesse in Berlin - April 2026,Veranstalter_2373,2026-04-01T16:10:40.415031,52.522334,13.419757,"Berlin, Berlin","event,education,berlin",https://events.de/berlin/evt_1762636240415_22,7713
German Events,evt_1762636240415_23,Konzert in Dresden - May 2025,Veranstalter_6733,2025-05-31T16:10:40.415037,51.041446,13.724594,"Dresden, Sachsen","event,music,sachsen",https://events.de/dresden/evt_1762636240415_23,7122
German Events,evt_1762636240415_24,Street Food Festival in Potsdam - May 2025,Veranstalter_620,2025-05-13T16:10:40.415042,52.390843,13.081111,"Potsdam, Brandenburg","event,food,brandenburg",https://events.de/potsdam/evt_1762636240415_24,3325
German Events,evt_1762636240415_25,Buchmesse in Frankfurt - December 2025,Veranstalter_4443,2025-12-13T16:10:40.415047,50.108039,8.701285,"Frankfurt, Hessen","event,culture,hessen",https://events.de/frankfurt/evt_1762636240415_25,7056
German Events,evt_1762636240415_26,Weinmesse in Mainz - October 2025,Veranstalter_7208,2025-10-26T16:10:40.415052,50.007541,8.252236,"Mainz, Rheinland-Pfalz","event,food,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_26,5671
German Events,evt_1762636240415_27,Food Truck Festival in Stuttgart - March 2026,Veranstalter_8723,2026-03-24T16:10:40.415057,48.793531,9.158132,"Stuttgart, Baden-Württemberg","event,food,baden-württemberg",https://events.de/stuttgart/evt_1762636240415_27,674
German Events,evt_1762636240415_28,Oktoberfest in Stuttgart - July 2025,Veranstalter_9938,2025-07-02T16:10:40.415062,48.787585,9.183076,"Stuttgart, Baden-Württemberg","event,festival,baden-württemberg",https://events.de/stuttgart/evt_1762636240415_28,7717
German Events,evt_1762636240415_29,Karneval in Mainz - November 2025,Veranstalter_5808,2025-11-10T16:10:40.415067,49.993055,8.249093,"Mainz, Rheinland-Pfalz","event,festival,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_29,9497
German Events,evt_1762636240415_30,Kunstausstellung in Augsburg - February 2026,Veranstalter_9239,2026-02-07T16:10:40.415072,48.387876,10.920718,"Augsburg, Bayern","event,art,bayern",https://events.de/augsburg/evt_1762636240415_30,1211
German Events,evt_1762636240415_31,Street Food Festival in München - July 2025,Veranstalter_9015,2025-07-14T16:10:40.415077,48.112538,11.5531,"München, Bayern","event,food,bayern",https://events.de/munich/evt_1762636240415_31,9505
German Events,evt_1762636240415_32,Startup Meetup in Frankfurt - December 2025,Veranstalter_7552,2025-12-24T16:10:40.415082,50.139824,8.66473,"Frankfurt, Hessen","event,business,hessen",https://events.de/frankfurt/evt_1762636240415_32,1724
German Events,evt_1762636240415_33,Theater Aufführung in Rostock - May 2026,Veranstalter_3022,2026-05-04T16:10:40.415088,54.097278,12.127388,"Rostock, Mecklenburg-Vorpommern","event,culture,mecklenburg-vorpommern",https://events.de/rostock/evt_1762636240415_33,659
German Events,evt_1762636240415_34,Weinmesse in Mainz - November 2025,Veranstalter_1402,2025-11-05T16:10:40.415093,49.965175,8.222108,"Mainz, Rheinland-Pfalz","event,food,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_34,661
German Events,evt_1762636240415_35,Marathon in Berlin - December 2025,Veranstalter_3846,2025-12-16T16:10:40.415098,52.54403,13.424322,"Berlin, Berlin","event,sports,berlin",https://events.de/berlin/evt_1762636240415_35,520
German Events,evt_1762636240415_36,Kunstausstellung in Duisburg - April 2026,Veranstalter_9097,2026-04-09T16:10:40.415103,51.437999,6.741609,"Duisburg, Nordrhein-Westfalen","event,art,nordrhein-westfalen",https://events.de/duisburg/evt_1762636240415_36,633
German Events,evt_1762636240415_37,Bierfest in Hannover - November 2025,Veranstalter_3372,2025-11-21T16:10:40.415108,52.403068,9.733609,"Hannover, Niedersachsen","event,festival,niedersachsen",https://events.de/hanover/evt_1762636240415_37,1459
German Events,evt_1762636240415_38,Street Food Festival in Dortmund - June 2025,Veranstalter_9332,2025-06-06T16:10:40.415113,51.508091,7.448681,"Dortmund, Nordrhein-Westfalen","event,food,nordrhein-westfalen",https://events.de/dortmund/evt_1762636240415_38,9968
German Events,evt_1762636240415_39,Bundesliga Spiel in Frankfurt - July 2025,Veranstalter_9175,2025-07-01T16:10:40.415118,50.131757,8.653077,"Frankfurt, Hessen","event,sports,hessen",https://events.de/frankfurt/evt_1762636240415_39,8857
German Events,evt_1762636240415_40,Bundesliga Spiel in Leipzig - May 2025,Veranstalter_7783,2025-05-14T16:10:40.415123,51.351721,12.37096,"Leipzig, Sachsen","event,sports,sachsen",https://events.de/leipzig/evt_1762636240415_40,1455
German Events,evt_1762636240415_41,Bierfest in Kiel - November 2025,Veranstalter_1656,2025-11-19T16:10:40.415128,54.312585,10.164264,"Kiel, Schleswig-Holstein","event,festival,schleswig-holstein",https://events.de/kiel/evt_1762636240415_41,375
German Events,evt_1762636240415_42,Marathon in München - July 2025,Veranstalter_2069,2025-07-09T16:10:40.415133,48.162724,11.611796,"München, Bayern","event,sports,bayern",https://events.de/munich/evt_1762636240415_42,6189
German Events,evt_1762636240415_43,Marathon in Berlin - September 2025,Veranstalter_6198,2025-09-18T16:10:40.415138,52.51684,13.42658,"Berlin, Berlin","event,sports,berlin",https://events.de/berlin/evt_1762636240415_43,481
German Events,evt_1762636240415_44,Weinmesse in Freiburg - January 2026,Veranstalter_4764,2026-01-28T16:10:40.415143,47.994152,7.815715,"Freiburg, Baden-Württemberg","event,food,baden-württemberg",https://events.de/freiburg/evt_1762636240415_44,8635
German Events,evt_1762636240415_45,Technik Konferenz in Frankfurt - July 2025,Veranstalter_4080,2025-07-13T16:10:40.415148,50.111918,8.684495,"Frankfurt, Hessen","event,tech,hessen",https://events.de/frankfurt/evt_1762636240415_45,5622
German Events,evt_1762636240415_46,Stadtfest in Hagen - July 2025,Veranstalter_5668,2025-07-07T16:10:40.415153,51.382098,7.449527,"Hagen, Nordrhein-Westfalen","event,festival,nordrhein-westfalen",https://events.de/hagen/evt_1762636240415_46,2721
German Events,evt_1762636240415_47,Comedy Show in Erfurt - June 2025,Veranstalter_5852,2025-06-01T16:10:40.415158,50.970224,11.031103,"Erfurt, Thüringen","event,entertainment,thüringen",https://events.de/erfurt/evt_1762636240415_47,3666
German Events,evt_1762636240415_48,Musikfestival in Bremen - June 2025,Veranstalter_7901,2025-06-12T16:10:40.415163,53.062675,8.782953,"Bremen, Bremen","event,music,bremen",https://events.de/bremen/evt_1762636240415_48,7787
German Events,evt_1762636240415_49,Marathon in Köln - February 2026,Veranstalter_5487,2026-02-10T16:10:40.415168,50.948819,6.953933,"Köln, Nordrhein-Westfalen","event,sports,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_49,8165
German Events,evt_1762636240415_50,Wissenschaftsmesse in Berlin - December 2025,Veranstalter_5663,2025-12-10T16:10:40.415173,52.540502,13.3759,"Berlin, Berlin","event,education,berlin",https://events.de/berlin/evt_1762636240415_50,1420
German Events,evt_1762636240415_51,Konzert in Kiel - August 2025,Veranstalter_5204,2025-08-09T16:10:40.415178,54.328691,10.143852,"Kiel, Schleswig-Holstein","event,music,schleswig-holstein",https://events.de/kiel/evt_1762636240415_51,2525
German Events,evt_1762636240415_52,Stadtfest in Dortmund - July 2025,Veranstalter_519,2025-07-23T16:10:40.415183,51.541696,7.460708,"Dortmund, Nordrhein-Westfalen","event,festival,nordrhein-westfalen",https://events.de/dortmund/evt_1762636240415_52,4230
German Events,evt_1762636240415_53,Kunstausstellung in Bielefeld - November 2025,Veranstalter_780,2025-11-06T16:10:40.415188,52.008039,8.537891,"Bielefeld, Nordrhein-Westfalen","event,art,nordrhein-westfalen",https://events.de/bielefeld/evt_1762636240415_53,5449
German Events,evt_1762636240415_54,Technik Konferenz in München - December 2025,Veranstalter_4728,2025-12-02T16:10:40.415193,48.117349,11.585729,"München, Bayern","event,tech,bayern",https://events.de/munich/evt_1762636240415_54,3501
German Events,evt_1762636240415_55,Konzert in Bonn - September 2025,Veranstalter_7007,2025-09-28T16:10:40.415198,50.749155,7.081253,"Bonn, Nordrhein-Westfalen","event,music,nordrhein-westfalen",https://events.de/bonn/evt_1762636240415_55,6093
German Events,evt_1762636240415_56,Musikfestival in Aachen - November 2025,Veranstalter_909,2025-11-27T16:10:40.415203,50.783304,6.067194,"Aachen, Nordrhein-Westfalen","event,music,nordrhein-westfalen",https://events.de/aachen/evt_1762636240415_56,2059
German Events,evt_1762636240415_57,Konzert in Hannover - November 2025,Veranstalter_6098,2025-11-13T16:10:40.415209,52.365769,9.723449,"Hannover, Niedersachsen","event,music,niedersachsen",https://events.de/hanover/evt_1762636240415_57,1561
German Events,evt_1762636240415_58,Comedy Show in Oldenburg - September 2025,Veranstalter_1300,2025-09-13T16:10:40.415213,53.163009,8.198452,"Oldenburg, Niedersachsen","event,entertainment,niedersachsen",https://events.de/oldenburg/evt_1762636240415_58,4081
German Events,evt_1762636240415_59,Street Food Festival in München - February 2026,Veranstalter_3603,2026-02-19T16:10:40.415218,48.116794,11.576383,"München, Bayern","event,food,bayern",https://events.de/munich/evt_1762636240415_59,2604
German Events,evt_1762636240415_60,Oktoberfest in Stuttgart - May 2025,Veranstalter_8119,2025-05-18T16:10:40.415223,48.746996,9.158796,"Stuttgart, Baden-Württemberg","event,festival,baden-württemberg",https://events.de/stuttgart/evt_1762636240415_60,4810
German Events,evt_1762636240415_61,Bundesliga Spiel in Leipzig - April 2026,Veranstalter_5653,2026-04-23T16:10:40.415228,51.33966,12.357345,"Leipzig, Sachsen","event,sports,sachsen",https://events.de/leipzig/evt_1762636240415_61,1531
German Events,evt_1762636240415_62,Weihnachtsmarkt in Hannover - December 2025,Veranstalter_8185,2025-12-13T16:10:40.415233,52.370908,9.727102,"Hannover, Niedersachsen","event,market,niedersachsen",https://events.de/hanover/evt_1762636240415_62,4462
German Events,evt_1762636240415_63,Karneval in Mainz - July 2025,Veranstalter_3635,2025-07-09T16:10:40.415238,50.022808,8.244091,"Mainz, Rheinland-Pfalz","event,festival,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_63,8594
German Events,evt_1762636240415_64,Comedy Show in Erfurt - October 2025,Veranstalter_2062,2025-10-14T16:10:40.415243,50.997145,11.027096,"Erfurt, Thüringen","event,entertainment,thüringen",https://events.de/erfurt/evt_1762636240415_64,702
German Events,evt_1762636240415_65,Stadtfest in Karlsruhe - March 2026,Veranstalter_8067,2026-03-07T16:10:40.415248,49.002606,8.403887,"Karlsruhe, Baden-Württemberg","event,festival,baden-württemberg",https://events.de/karlsruhe/evt_1762636240415_65,1440
German Events,evt_1762636240415_66,Wissenschaftsmesse in Berlin - March 2026,Veranstalter_2516,2026-03-20T16:10:40.415253,52.509839,13.405082,"Berlin, Berlin","event,education,berlin",https://events.de/berlin/evt_1762636240415_66,5222
German Events,evt_1762636240415_67,Wissenschaftsmesse in Berlin - September 2025,Veranstalter_4380,2025-09-04T16:10:40.415259,52.522433,13.3869,"Berlin, Berlin","event,education,berlin",https://events.de/berlin/evt_1762636240415_67,6048
German Events,evt_1762636240415_68,Oktoberfest in Frankfurt - May 2026,Veranstalter_2935,2026-05-05T16:10:40.415263,50.13993,8.701873,"Frankfurt, Hessen","event,festival,hessen",https://events.de/frankfurt/evt_1762636240415_68,6055
German Events,evt_1762636240415_69,Weinmesse in Mainz - May 2025,Veranstalter_272,2025-05-30T16:10:40.415268,49.989216,8.255683,"Mainz, Rheinland-Pfalz","event,food,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_69,6935
German Events,evt_1762636240415_70,Karneval in Köln - June 2025,Veranstalter_712,2025-06-15T16:10:40.415273,50.963229,6.957668,"Köln, Nordrhein-Westfalen","event,festival,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_70,4571
German Events,evt_1762636240415_71,Theater Aufführung in Münster - September 2025,Veranstalter_3815,2025-09-21T16:10:40.415278,51.98416,7.617916,"Münster, Nordrhein-Westfalen","event,culture,nordrhein-westfalen",https://events.de/munster/evt_1762636240415_71,8043
German Events,evt_1762636240415_72,Startup Meetup in Berlin - February 2026,Veranstalter_7625,2026-02-22T16:10:40.415283,52.538694,13.418729,"Berlin, Berlin","event,business,berlin",https://events.de/berlin/evt_1762636240415_72,8286
German Events,evt_1762636240415_73,Bundesliga Spiel in Frankfurt - April 2026,Veranstalter_1243,2026-04-26T16:10:40.415288,50.107487,8.681272,"Frankfurt, Hessen","event,sports,hessen",https://events.de/frankfurt/evt_1762636240415_73,6717
German Events,evt_1762636240415_74,Oktoberfest in Frankfurt - August 2025,Veranstalter_9741,2025-08-27T16:10:40.415293,50.092413,8.686668,"Frankfurt, Hessen","event,festival,hessen",https://events.de/frankfurt/evt_1762636240415_74,7176
German Events,evt_1762636240415_75,Food Truck Festival in Hannover - May 2025,Veranstalter_4931,2025-05-12T16:10:40.415298,52.367806,9.715782,"Hannover, Niedersachsen","event,food,niedersachsen",https://events.de/hanover/evt_1762636240415_75,3340
German Events,evt_1762636240415_76,Marathon in Hamburg - July 2025,Veranstalter_2566,2025-07-14T16:10:40.415303,53.570099,9.985967,"Hamburg, Hamburg","event,sports,hamburg",https://events.de/hamburg/evt_1762636240415_76,328
German Events,evt_1762636240415_77,Kunstausstellung in Köln - February 2026,Veranstalter_5789,2026-02-25T16:10:40.415309,50.961824,6.959853,"Köln, Nordrhein-Westfalen","event,art,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_77,1754
German Events,evt_1762636240415_78,Wissenschaftsmesse in Hamburg - June 2025,Veranstalter_8171,2025-06-17T16:10:40.415314,53.575997,10.005313,"Hamburg, Hamburg","event,education,hamburg",https://events.de/hamburg/evt_1762636240415_78,6317
German Events,evt_1762636240415_79,Weinmesse in Mainz - May 2025,Veranstalter_7827,2025-05-21T16:10:40.415319,50.008061,8.258962,"Mainz, Rheinland-Pfalz","event,food,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_79,3569
German Events,evt_1762636240415_80,Startup Meetup in Frankfurt - September 2025,Veranstalter_7273,2025-09-12T16:10:40.415324,50.104062,8.666689,"Frankfurt, Hessen","event,business,hessen",https://events.de/frankfurt/evt_1762636240415_80,3421
German Events,evt_1762636240415_81,Marathon in Berlin - April 2026,Veranstalter_3210,2026-04-11T16:10:40.415329,52.505278,13.432665,"Berlin, Berlin","event,sports,berlin",https://events.de/berlin/evt_1762636240415_81,9448
German Events,evt_1762636240415_82,Weinmesse in Mainz - June 2025,Veranstalter_9598,2025-06-15T16:10:40.415334,50.012733,8.237018,"Mainz, Rheinland-Pfalz","event,food,rheinland-pfalz",https://events.de/mainz/evt_1762636240415_82,7351
German Events,evt_1762636240415_83,Oktoberfest in Frankfurt - April 2026,Veranstalter_7141,2026-04-13T16:10:40.415339,50.08683,8.696401,"Frankfurt, Hessen","event,festival,hessen",https://events.de/frankfurt/evt_1762636240415_83,8823
German Events,evt_1762636240415_84,Konzert in Aachen - November 2025,Veranstalter_9614,2025-11-28T16:10:40.415344,50.769683,6.080334,"Aachen, Nordrhein-Westfalen","event,music,nordrhein-westfalen",https://events.de/aachen/evt_1762636240415_84,1298
German Events,evt_1762636240415_85,Comedy Show in Wiesbaden - October 2025,Veranstalter_7977,2025-10-15T16:10:40.415349,50.064043,8.227423,"Wiesbaden, Hessen","event,entertainment,hessen",https://events.de/wiesbaden/evt_1762636240415_85,6478
German Events,evt_1762636240415_86,Konzert in Saarbrücken - June 2025,Veranstalter_3587,2025-06-16T16:10:40.415354,49.224923,7.003333,"Saarbrücken, Saarland","event,music,saarland",https://events.de/saarbrucken/evt_1762636240415_86,7183
German Events,evt_1762636240415_87,Theater Aufführung in Frankfurt - April 2026,Veranstalter_3928,2026-04-27T16:10:40.415359,50.122957,8.690198,"Frankfurt, Hessen","event,culture,hessen",https://events.de/frankfurt/evt_1762636240415_87,5515
German Events,evt_1762636240415_88,Startup Meetup in München - November 2025,Veranstalter_7681,2025-11-15T16:10:40.415364,48.159515,11.584781,"München, Bayern","event,business,bayern",https://events.de/munich/evt_1762636240415_88,8716
German Events,evt_1762636240415_89,Street Food Festival in Rostock - November 2025,Veranstalter_6154,2025-11-09T16:10:40.415369,54.079466,12.165367,"Rostock, Mecklenburg-Vorpommern","event,food,mecklenburg-vorpommern",https://events.de/rostock/evt_1762636240415_89,1728
German Events,evt_1762636240415_90,Food Truck Festival in Hamburg - June 2025,Veranstalter_717,2025-06-24T16:10:40.415374,53.56419,10.017525,"Hamburg, Hamburg","event,food,hamburg",https://events.de/hamburg/evt_1762636240415_90,4808
German Events,evt_1762636240415_91,Wissenschaftsmesse in Hamburg - June 2025,Veranstalter_8167,2025-06-13T16:10:40.415379,53.544472,9.987031,"Hamburg, Hamburg","event,education,hamburg",https://events.de/hamburg/evt_1762636240415_91,8183
German Events,evt_1762636240415_92,Bundesliga Spiel in Frankfurt - July 2025,Veranstalter_1654,2025-07-29T16:10:40.415383,50.130458,8.665715,"Frankfurt, Hessen","event,sports,hessen",https://events.de/frankfurt/evt_1762636240415_92,3254
German Events,evt_1762636240415_93,Startup Meetup in Köln - December 2025,Veranstalter_7961,2025-12-21T16:10:40.415389,50.923609,6.964832,"Köln, Nordrhein-Westfalen","event,business,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_93,3878
German Events,evt_1762636240415_94,Marathon in Köln - September 2025,Veranstalter_6398,2025-09-21T16:10:40.415394,50.926461,6.930748,"Köln, Nordrhein-Westfalen","event,sports,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_94,1533
German Events,evt_1762636240415_95,Marathon in Hamburg - April 2026,Veranstalter_5835,2026-04-06T16:10:40.415399,53.5616,10.012035,"Hamburg, Hamburg","event,sports,hamburg",https://events.de/hamburg/evt_1762636240415_95,1503
German Events,evt_1762636240415_96,Bundesliga Spiel in Leipzig - March 2026,Veranstalter_8465,2026-03-18T16:10:40.415404,51.337046,12.368088,"Leipzig, Sachsen","event,sports,sachsen",https://events.de/leipzig/evt_1762636240415_96,2961
German Events,evt_1762636240415_97,Food Truck Festival in Rostock - January 2026,Veranstalter_3612,2026-01-07T16:10:40.415409,54.089254,12.128152,"Rostock, Mecklenburg-Vorpommern","event,food,mecklenburg-vorpommern",https://events.de/rostock/evt_1762636240415_97,7019
German Events,evt_1762636240415_98,Musikfestival in Köln - October 2025,Veranstalter_847,2025-10-15T16:10:40.415413,50.920742,6.938318,"Köln, Nordrhein-Westfalen","event,music,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_98,1547
German Events,evt_1762636240415_99,Weihnachtsmarkt in Oldenburg - March 2026,Veranstalter_6382,2026-03-24T16:10:40.415418,53.14608,8.226117,"Oldenburg, Niedersachsen","event,market,niedersachsen",https://events.de/oldenburg/evt_1762636240415_99,7834
German Events,evt_1762636240415_100,Karneval in Köln - July 2025,Veranstalter_2578,2025-07-16T16:10:40.415423,50.90784,6.938089,"Köln, Nordrhein-Westfalen","event,festival,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_100,4765
German Events,evt_1762636240415_101,Karneval in Köln - December 2025,Veranstalter_730,2025-12-29T16:10:40.415428,50.932127,6.939176,"Köln, Nordrhein-Westfalen","event,festival,nordrhein-westfalen",https://events.de/cologne/evt_1762636240415_101,4625
German Events,evt_1762636240415_102,Food Truck Festival in Essen - November 2025,Veranstalter_9179,2025-11-15T16:10:40.415433,51.460201,7.014933,"Essen, Nordrhein-Westfalen","event,food,nordrhein-westfalen",https://events.de/essen/evt_1762636240415_102,1087
German Events,evt_1762636240415_103,Marathon in Frankfurt - July 2025,Veranstalter_1745,2025-07-12T16:10:40.415438,50.103555,8.711593,"Frankfurt, Hessen","event,sports,hessen",https://events.de/frankfurt/evt_1762636240415_103,4048
German Events,evt_1762636240415_104,Weihnachtsmarkt in Dortmund - April 2026,Veranstalter_7984,2026-04-08T16:10:40.415443,51.523534,7.463156,"Dortmund, Nordrhein-Westfalen","event,market,nordrhein-westfalen",https://events.de/dortmund/evt_1762636240415_104,736
German Events,evt_1762636240415_105,Weihnachtsmarkt in Lübeck - March 2026,Veranstalter_6567,2026-03-05T16:10:40.415448,53.875992,10.698761,"Lübeck, Schleswig-Holstein","event,market,schleswig-holstein",https://events.de/lubeck/evt_1762636240415_105,2825
German Events,evt_1762636240415_106,Bundesliga Spiel in Leipzig - November 2025,Veranstalter_2755,2025-11-03T16:10:40.415452,51.333572,12.370883,"Leipzig, Sachsen","event,sports,sachsen",https://events.de/leipzig/evt_1762636240415_106,460
German Events,evt_1762636240415_107,Food Truck Festival in Hannover - January 2026,Veranstalter_6241,2026-01-26T16:10:40.415457,52.384537,9.732573,"Hannover, Niedersachsen","event,food,niedersachsen",https://events.de/hanover/evt_1762636240415_107,5842
German Events,evt_1762636240415_108,Weihnachtsmarkt in Duisburg - December 2025,Veranstalter_4956,2025-12-28T16:10:40.415462,51.423097,6.761135,"Duisburg, Nordrhein-Westfalen","event,market,nordrhein-westfalen",https://events.de/duisburg/evt_1762636240415_108,4248
German Events,evt_1762636240415_109,Karneval in Düsseldorf - January 2026,Veranstalter_2351,2026-01-21T16:10:40.415467,51.218934,6.767137,"Düsseldorf, Nordrhein-Westfalen","event,festival,nordrhein-westfalen",https://events.de/dusseldorf/evt_1762636240415_109,6499
German Events,evt_1762636240415_110,Comedy Show in Freiburg - September 2025,Veranstalter_6494,2025-09-18T16:10:40.415473,48.019597,7.855682,"Freiburg, Baden-Württemberg","event,entertainment,baden-württemberg",https://events.de/freiburg/evt_1762636240415_110,3419
German Events,evt_1762636240415_111,Bundesliga Spiel in Dortmund - September 2025,Veranstalter_4294,2025-09-24T16:10:40.415478,51.518483,7.436795,"Dortmund, Nordrhein-Westfalen","event,sports,nordrhein-westfalen",https://events.de/dortmund/evt_1762636240415_111,1887
German Events,evt_1762636240415_112,Technik Konferenz in Hamburg - September 2025,Veranstalter_4521,2025-09-03T16:10:40.415484,53.573089,9.98367,"Hamburg, Hamburg","event,tech,hamburg",https://events.de/hamburg/evt_1762636240415_112,9249
German Events,evt_1762636240415_113,Kunstausstellung in Berlin - November 2025,Veranstalter_1565,2025-11-04T16:10:40.415489,52.532801,13.376693,"Berlin, Berlin","event,art,berlin",https://events.de/berlin/evt_1762636240415_113,1739
German Events,evt_1762636240415_114,Konzert in Frankfurt - June 2025,Veranstalter_1251,2025-06-27T16:10:40.415494,50.122982,8.692499,"Frankfurt, Hessen","event,music,hessen",https://events.de/frankfurt/evt_1762636240415_114,5381
