platform,post_id,title,author,date,latitude,longitude,location_name,tags,url,views_or_score
OpenStreetMap,174393652,Map edit near Berlin,Traffikant,2025-11-08T20:37:30Z,52.279113,13.495043,"Berlin, Berlin","osm,mapping,berlin",https://www.openstreetmap.org/changeset/174393652,0
OpenStreetMap,174393738,Map edit near Oldenburg,Pathumthani,2025-11-08T20:39:43Z,53.25844,8.209742,"Oldenburg, Niedersachsen","osm,mapping,niedersachsen",https://www.openstreetmap.org/changeset/174393738,0
OpenStreetMap,174393738,Map edit near Bremen,Pathumthani,2025-11-08T20:39:43Z,53.401373,8.561967,"Bremen, Bremen","osm,mapping,bremen",https://www.openstreetmap.org/changeset/174393738,0
German News,news_1762635094938_0,Festival findet in Stuttgart statt,Tagesschau,2025-10-13T15:51:34.938167,48.773195,9.165625,"Stuttgart, Baden-Württemberg","news,baden-württemberg,bildungsreform",https://news.de/article/1762635094_0,5838
German News,news_1762635094938_1,Nordrhein-Westfalen investiert in Wirtschaftsförderung,Spiegel,2025-10-24T15:51:34.938236,51.475057,7.202029,"Bochum, Nordrhein-Westfalen","news,nordrhein-westfalen,wirtschaftsförderung",https://news.de/article/1762635094_1,23197
German News,news_1762635094938_2,Bürgermeister von Rostock kündigt Klimaschutzmaßnahmen an,Spiegel,2025-10-17T15:51:34.938256,54.086978,12.123915,"Rostock, Mecklenburg-Vorpommern","news,mecklenburg-vorpommern,klimaschutzmaßnahmen",https://news.de/article/1762635094_2,3027
German News,news_1762635094938_3,Verkehrsstörung auf der A9 bei Duisburg,Spiegel,2025-10-24T15:51:34.938270,51.451591,6.77905,"Duisburg, Nordrhein-Westfalen","news,nordrhein-westfalen,bildungsreform",https://news.de/article/1762635094_3,29905
German News,news_1762635094938_4,Wirtschaftswachstum in Saarland übertrifft Erwartungen,Spiegel,2025-10-11T15:51:34.938284,49.223433,6.984208,"Saarbrücken, Saarland","news,saarland,bildungsreform",https://news.de/article/1762635094_4,40446
German News,news_1762635094938_5,Freiburg meldet Infrastrukturprojekt,FAZ,2025-10-10T15:51:34.938298,48.009293,7.826563,"Freiburg, Baden-Württemberg","news,baden-württemberg,infrastrukturprojekt",https://news.de/article/1762635094_5,17646
German News,news_1762635094938_6,Bremen investiert in Klimaschutzmaßnahmen,FAZ,2025-11-06T15:51:34.938311,53.074246,8.798241,"Bremen, Bremen","news,bremen,klimaschutzmaßnahmen",https://news.de/article/1762635094_6,35412
German News,news_1762635094938_7,Messe findet in Rostock statt,Zeit Online,2025-10-19T15:51:34.938325,54.087765,12.140826,"Rostock, Mecklenburg-Vorpommern","news,mecklenburg-vorpommern,wohnungsbau",https://news.de/article/1762635094_7,10877
German News,news_1762635094938_8,Verkehrsstörung auf der A5 bei Düsseldorf,Spiegel,2025-11-07T15:51:34.938338,51.231262,6.776285,"Düsseldorf, Nordrhein-Westfalen","news,nordrhein-westfalen,sportveranstaltung",https://news.de/article/1762635094_8,44431
German News,news_1762635094938_9,Rostock: Kulturförderung sorgt für Diskussionen,FAZ,2025-10-15T15:51:34.938351,54.095358,12.127863,"Rostock, Mecklenburg-Vorpommern","news,mecklenburg-vorpommern,kulturförderung",https://news.de/article/1762635094_9,11384
German News,news_1762635094938_10,Kulturveranstaltung in Dortmund zieht Tausende an,SZ,2025-10-21T15:51:34.938364,51.508496,7.460255,"Dortmund, Nordrhein-Westfalen","news,nordrhein-westfalen,klimaschutzmaßnahmen",https://news.de/article/1762635094_10,38778
German News,news_1762635094938_11,Kulturveranstaltung in Köln zieht Tausende an,Spiegel,2025-10-09T15:51:34.938377,50.920638,6.940623,"Köln, Nordrhein-Westfalen","news,nordrhein-westfalen,sportveranstaltung",https://news.de/article/1762635094_11,15932
German News,news_1762635094938_12,Festival findet in Hannover statt,Zeit Online,2025-10-21T15:51:34.938389,52.361656,9.714264,"Hannover, Niedersachsen","news,niedersachsen,kulturförderung",https://news.de/article/1762635094_12,12504
German News,news_1762635094938_13,Hessen investiert in Stadtentwicklung,FAZ,2025-10-26T15:51:34.938402,51.317381,9.472774,"Kassel, Hessen","news,hessen,stadtentwicklung",https://news.de/article/1762635094_13,48803
German News,news_1762635094938_14,Verkehrsstörung auf der A3 bei Magdeburg,Zeit Online,2025-10-12T15:51:34.938414,52.13655,11.623807,"Magdeburg, Sachsen-Anhalt","news,sachsen-anhalt,klimaschutzmaßnahmen",https://news.de/article/1762635094_14,36140
German News,news_1762635094938_15,Bürgermeister von Hagen kündigt Verkehrsplanung an,Tagesschau,2025-10-15T15:51:34.938427,51.352148,7.460225,"Hagen, Nordrhein-Westfalen","news,nordrhein-westfalen,verkehrsplanung",https://news.de/article/1762635094_15,21183
German News,news_1762635094938_16,Bürgermeister von Nürnberg kündigt Wirtschaftsförderung an,SZ,2025-11-04T15:51:34.938440,49.454163,11.074155,"Nürnberg, Bayern","news,bayern,wirtschaftsförderung",https://news.de/article/1762635094_16,39028
German News,news_1762635094938_17,Wiesbaden: Klimaschutzmaßnahmen sorgt für Diskussionen,Zeit Online,2025-11-06T15:51:34.938454,50.093477,8.255729,"Wiesbaden, Hessen","news,hessen,klimaschutzmaßnahmen",https://news.de/article/1762635094_17,45351
German News,news_1762635094938_18,Bochum: Nachhaltigkeitsprojekt sorgt für Diskussionen,SZ,2025-10-16T15:51:34.938466,51.486835,7.206865,"Bochum, Nordrhein-Westfalen","news,nordrhein-westfalen,nachhaltigkeitsprojekt",https://news.de/article/1762635094_18,14141
German News,news_1762635094938_19,Konferenz findet in Bremen statt,FAZ,2025-10-10T15:51:34.938478,53.093253,8.795893,"Bremen, Bremen","news,bremen,wirtschaftsförderung",https://news.de/article/1762635094_19,34715
German News,news_1762635094938_20,Bürgermeister von Wiesbaden kündigt Klimaschutzmaßnahmen an,Tagesschau,2025-10-30T15:51:34.938490,50.090282,8.2426,"Wiesbaden, Hessen","news,hessen,klimaschutzmaßnahmen",https://news.de/article/1762635094_20,28919
German News,news_1762635094938_21,Bürgermeister von Wuppertal kündigt Klimaschutzmaßnahmen an,Spiegel,2025-10-09T15:51:34.938503,51.248701,7.169606,"Wuppertal, Nordrhein-Westfalen","news,nordrhein-westfalen,klimaschutzmaßnahmen",https://news.de/article/1762635094_21,43789
German News,news_1762635094938_22,Wuppertal: Sportveranstaltung sorgt für Diskussionen,Tagesschau,2025-10-15T15:51:34.938515,51.264286,7.15271,"Wuppertal, Nordrhein-Westfalen","news,nordrhein-westfalen,sportveranstaltung",https://news.de/article/1762635094_22,4434
German News,news_1762635094938_23,Wirtschaftswachstum in Nordrhein-Westfalen übertrifft Erwartungen,Tagesschau,2025-10-23T15:51:34.938527,51.46929,6.999266,"Essen, Nordrhein-Westfalen","news,nordrhein-westfalen,bildungsreform",https://news.de/article/1762635094_23,2599
German News,news_1762635094938_24,Lübeck meldet Klimaschutzmaßnahmen,FAZ,2025-11-07T15:51:34.938540,53.882733,10.700164,"Lübeck, Schleswig-Holstein","news,schleswig-holstein,klimaschutzmaßnahmen",https://news.de/article/1762635094_24,45073
German News,news_1762635094938_25,Frankfurt: Sportveranstaltung sorgt für Diskussionen,Tagesschau,2025-10-11T15:51:34.938552,50.117029,8.662657,"Frankfurt, Hessen","news,hessen,sportveranstaltung",https://news.de/article/1762635094_25,22848
German News,news_1762635094938_26,Mecklenburg-Vorpommern investiert in Wirtschaftsförderung,Tagesschau,2025-10-27T15:51:34.938564,54.073605,12.155004,"Rostock, Mecklenburg-Vorpommern","news,mecklenburg-vorpommern,wirtschaftsförderung",https://news.de/article/1762635094_26,38700
German News,news_1762635094938_27,Oldenburg: Infrastrukturprojekt sorgt für Diskussionen,Tagesschau,2025-10-14T15:51:34.938577,53.131906,8.216283,"Oldenburg, Niedersachsen","news,niedersachsen,infrastrukturprojekt",https://news.de/article/1762635094_27,16524
German News,news_1762635094938_28,Bürgermeister von Münster kündigt Stadtentwicklung an,Tagesschau,2025-10-09T15:51:34.938589,51.979879,7.632279,"Münster, Nordrhein-Westfalen","news,nordrhein-westfalen,stadtentwicklung",https://news.de/article/1762635094_28,18290
German News,news_1762635094938_29,Verkehrsstörung auf der A9 bei Freiburg,Spiegel,2025-10-13T15:51:34.938601,47.997071,7.836146,"Freiburg, Baden-Württemberg","news,baden-württemberg,infrastrukturprojekt",https://news.de/article/1762635094_29,2002
German News,news_1762635094938_30,Nordrhein-Westfalen investiert in Wirtschaftsförderung,FAZ,2025-10-30T15:51:34.938613,51.352316,7.47285,"Hagen, Nordrhein-Westfalen","news,nordrhein-westfalen,wirtschaftsförderung",https://news.de/article/1762635094_30,44528
German News,news_1762635094938_31,Wirtschaftswachstum in Sachsen-Anhalt übertrifft Erwartungen,Spiegel,2025-10-09T15:51:34.938625,52.12873,11.618585,"Magdeburg, Sachsen-Anhalt","news,sachsen-anhalt,infrastrukturprojekt",https://news.de/article/1762635094_31,19662
German News,news_1762635094938_32,Hessen investiert in Stadtentwicklung,Tagesschau,2025-10-11T15:51:34.938637,51.326417,9.49339,"Kassel, Hessen","news,hessen,stadtentwicklung",https://news.de/article/1762635094_32,29379
German News,news_1762635094938_33,Neue Entwicklung in Dresden: Sportveranstaltung,SZ,2025-10-28T15:51:34.938651,51.065465,13.747392,"Dresden, Sachsen","news,sachsen,sportveranstaltung",https://news.de/article/1762635094_33,48959
German News,news_1762635094938_34,Bürgermeister von Bonn kündigt Bildungsreform an,Zeit Online,2025-11-08T15:51:34.938662,50.723748,7.087086,"Bonn, Nordrhein-Westfalen","news,nordrhein-westfalen,bildungsreform",https://news.de/article/1762635094_34,40453
German News,news_1762635094938_35,Bürgermeister von Essen kündigt Infrastrukturprojekt an,FAZ,2025-10-30T15:51:34.938675,51.454366,7.02282,"Essen, Nordrhein-Westfalen","news,nordrhein-westfalen,infrastrukturprojekt",https://news.de/article/1762635094_35,45626
German News,news_1762635094938_36,Mannheim meldet Nachhaltigkeitsprojekt,Zeit Online,2025-10-14T15:51:34.938688,49.481222,8.484963,"Mannheim, Baden-Württemberg","news,baden-württemberg,nachhaltigkeitsprojekt",https://news.de/article/1762635094_36,48684
German News,news_1762635094938_37,Aachen: Verkehrsplanung sorgt für Diskussionen,SZ,2025-10-13T15:51:34.938700,50.789371,6.088844,"Aachen, Nordrhein-Westfalen","news,nordrhein-westfalen,verkehrsplanung",https://news.de/article/1762635094_37,100
German News,news_1762635094938_38,Kulturveranstaltung in Duisburg zieht Tausende an,Spiegel,2025-11-06T15:51:34.938712,51.436034,6.770498,"Duisburg, Nordrhein-Westfalen","news,nordrhein-westfalen,wohnungsbau",https://news.de/article/1762635094_38,40063
German News,news_1762635094938_39,Bürgermeister von Köln kündigt Bildungsreform an,Spiegel,2025-10-24T15:51:34.938724,50.943098,6.96339,"Köln, Nordrhein-Westfalen","news,nordrhein-westfalen,bildungsreform",https://news.de/article/1762635094_39,9813
German News,news_1762635094938_40,Wirtschaftswachstum in Thüringen übertrifft Erwartungen,SZ,2025-10-20T15:51:34.938737,50.960341,11.044626,"Erfurt, Thüringen","news,thüringen,sportveranstaltung",https://news.de/article/1762635094_40,41501
German News,news_1762635094938_41,Konferenz findet in Frankfurt statt,Tagesschau,2025-10-14T15:51:34.938750,50.122259,8.675862,"Frankfurt, Hessen","news,hessen,technologiezentrum",https://news.de/article/1762635094_41,32449
German News,news_1762635094938_42,Neue Entwicklung in Potsdam: Kulturförderung,Tagesschau,2025-11-03T15:51:34.938762,52.372194,13.068186,"Potsdam, Brandenburg","news,brandenburg,kulturförderung",https://news.de/article/1762635094_42,5843
German News,news_1762635094938_43,Baden-Württemberg investiert in Digitalisierung,SZ,2025-10-13T15:51:34.938774,49.018851,8.418725,"Karlsruhe, Baden-Württemberg","news,baden-württemberg,digitalisierung",https://news.de/article/1762635094_43,27168
German News,news_1762635094938_44,Neue Entwicklung in Karlsruhe: Verkehrsplanung,Zeit Online,2025-10-22T15:51:34.938786,48.99306,8.391333,"Karlsruhe, Baden-Württemberg","news,baden-württemberg,verkehrsplanung",https://news.de/article/1762635094_44,16083
German News,news_1762635094938_45,Konferenz findet in Heidelberg statt,FAZ,2025-10-28T15:51:34.938799,49.422286,8.696698,"Heidelberg, Baden-Württemberg","news,baden-württemberg,klimaschutzmaßnahmen",https://news.de/article/1762635094_45,9771
German News,news_1762635094938_46,Oldenburg meldet Sportveranstaltung,Zeit Online,2025-10-19T15:51:34.938812,53.136832,8.205725,"Oldenburg, Niedersachsen","news,niedersachsen,sportveranstaltung",https://news.de/article/1762635094_46,44224
German News,news_1762635094938_47,Bürgermeister von Kassel kündigt Wohnungsbau an,Zeit Online,2025-11-01T15:51:34.938823,51.313584,9.47586,"Kassel, Hessen","news,hessen,wohnungsbau",https://news.de/article/1762635094_47,21092
German News,news_1762635094938_48,Bayern investiert in Sportveranstaltung,FAZ,2025-11-07T15:51:34.938835,48.380456,10.903545,"Augsburg, Bayern","news,bayern,sportveranstaltung",https://news.de/article/1762635094_48,11371
German News,news_1762635094938_49,Wirtschaftswachstum in Niedersachsen übertrifft Erwartungen,Zeit Online,2025-11-06T15:51:34.938847,52.357155,9.741388,"Hannover, Niedersachsen","news,niedersachsen,wirtschaftsförderung",https://news.de/article/1762635094_49,13002
