autobahn,roadwork_id,title,subtitle,description,latitude,longitude,start_timestamp,display_type,extent,direction,impact
A1,2025-049190--vi-bs.2025-11-10_08-00-00-000_001.de0,A1 | Hasborn - Eifel-Ost, Trier -> Köln/Koblenz,"Die Baustelle ist zu folgenden Zeiträumen gültig: 10.11.25 von 08:00 bis 18:00 Uhr  A1: Trier -> Köln/Koblenz, zwischen 3.0 km hinter AS Hasborn und 0.6 km vor Eifel-Ost  Länge: 0.3 km | Maximale Durchfahrtbreite: 7 m  A1 Arbeiten an Verkehrszeichenbrücke",50.06485561812125,6.893881447333711,,,"50.06485561812125,6.893881447333711,50.066000813000024,6.890072091364668",,"{'lower': 'Eifel-Ost', 'upper': 'Hasborn', 'symbols': ['SEPARATE', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2025-055267--vi-bs.2025-11-10_06-00-00-000.de0,A1 | Oberste Heide - Euskirchen, Köln -> Euskirchen,"Die Baustelle ist zu folgenden Zeiträumen gültig: 10.11.25 von 06:00 bis 15:00 Uhr 11.11.25 von 06:00 bis 15:00 Uhr  A1: Köln -> Euskirchen, zwischen 2.5 km hinter Oberste Heide und 3.9 km vor AS Euskirchen  Länge: 2 km | Maximale Durchfahrtbreite: 3.5 m  A1 von Oberste Heide (Rastplatz) nach Euskirchen (AS) Fahrbahninstandsetzung",50.722996748625334,6.781800231391255,,,"50.722996748625334,6.781800231391255,50.70591060527356,6.773034419273917",,"{'lower': 'Euskirchen', 'upper': 'Oberste Heide', 'symbols': ['SEPARATE', 'CLOSED', 'CLOSED', 'BORDER_RIGHT', 'ARROW_UP']}"
A1,2024-032543--vi-bs.2025-09-24_05-00-00-000.devi-zus.2024-04-06_09-00-00-000.f_001.de3,A1 | Weilerswist-West - Bliesheim, Euskirchen -> Köln,"Zeitraum dieser Bauphase: Beginn: 24.09.25 um 05:00 Uhr Ende: 27.11.25 um 15:00 Uhr (Ende der Gesamtmaßnahme: 11.01.26)  A1: Euskirchen -> Köln, zwischen 1.6 km hinter AS Weilerswist-West und 0.1 km vor AK Bliesheim  Länge: 0.51 km | Max. 80 km/h | Maximale Durchfahrtbreite: 3.5 m  BW AK Bliesheim (BW 21)",50.765669506600034,6.821407106981651,2025-09-24T05:00:00+02:00,,"50.765669506600034,6.821407106981651,50.77022971914642,6.822393221214119",,"{'lower': 'Bliesheim', 'upper': 'Weilerswist-West', 'symbols': ['SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000045--vi-bs.2024-07-10_09-00-00-000.devi-zus.2024-03-23_09-00-00-000_001.f.de11,A1 | Bliesheim - Erftstadt, Euskirchen -> Köln,"Zeitraum dieser Bauphase: Beginn: 10.07.24 um 09:00 Uhr Ende: 30.06.26 um 05:00 Uhr (Ende der Gesamtmaßnahme: 12.06.27)  A1: Euskirchen -> Köln, zwischen 0.5 km hinter AK Bliesheim und 3.2 km vor AS Erftstadt  Länge: 0.32 km | Maximale Durchfahrtbreite: 3.75 m  BW Merowingerstraße",50.77492791520007,6.81765449530753,2024-07-10T09:00:00+02:00,,"50.77492791520007,6.81765449530753,50.77715004304429,6.814841416086423",,"{'lower': 'Erftstadt', 'upper': 'Bliesheim', 'symbols': ['SEPARATE', 'ARROW_UP', 'BORDER_RIGHT', 'BREAKDOWN_LANE']}"
A1,2023-000045--vi-bs.2024-07-10_09-00-00-000.devi-zus.2024-03-23_09-00-00-000_001.f.de1,A1 | Erftstadt - Bliesheim, Köln -> Euskirchen,"Zeitraum dieser Bauphase: Beginn: 10.07.24 um 09:00 Uhr Ende: 30.06.26 um 05:00 Uhr (Ende der Gesamtmaßnahme: 12.06.27)  A1: Köln -> Euskirchen, zwischen 2.1 km hinter AS Erftstadt und 0.6 km vor AK Bliesheim  Länge: 1.27 km | Max. 80 km/h | Maximale Durchfahrtbreite: 9 m  BW Merowingerstraße",50.78604878905557,6.8078787931472515,2024-07-10T09:00:00+02:00,,"50.78604878905557,6.8078787931472515,50.77586330139321,6.8159161178381025",,"{'lower': 'Bliesheim', 'upper': 'Erftstadt', 'symbols': ['SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'BREAKDOWN_LANE']}"
A1,2024-032543--vi-bs.2025-11-12_05-00-00-000.devi-zus.2024-04-06_09-00-00-000.f_001.de23,A1 | Erftstadt - Weilerswist-West, Köln -> Euskirchen,"Zeitraum dieser Bauphase: Beginn: 12.11.25 um 05:00 Uhr Ende: 11.01.26 um 15:00 Uhr (Ende der Gesamtmaßnahme: 11.01.26)  A1: Köln -> Euskirchen, zwischen 3.9 km hinter AS Erftstadt und 1.6 km vor AS Weilerswist-West  Länge: 0.78 km | Maximale Durchfahrtbreite: 3.75 m  BW AK Bliesheim (BW 21)",50.772341166950156,6.820137686623211,2025-11-12T05:00:00+01:00,,"50.772341166950156,6.820137686623211,50.765615995681834,6.821161953725171",,"{'lower': 'Weilerswist-West', 'upper': 'Erftstadt', 'symbols': ['SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']}"
A1,2024-032543--vi-bs.2025-09-19_09-00-00-000.devi-zus.2024-04-06_09-00-00-000.f_001.de1,A1 | Erftstadt - Weilerswist-West, Köln -> Euskirchen,"Zeitraum dieser Bauphase: Beginn: 19.09.25 um 09:00 Uhr Ende: 12.11.25 um 05:00 Uhr (Ende der Gesamtmaßnahme: 11.01.26)  A1: Köln -> Euskirchen, zwischen 3.9 km hinter AS Erftstadt und 1.6 km vor AS Weilerswist-West  Länge: 0.78 km | Maximale Durchfahrtbreite: 3.75 m  BW AK Bliesheim (BW 21)",50.772341166950156,6.820137686623211,2025-09-19T09:00:00+02:00,,"50.772341166950156,6.820137686623211,50.765615995681834,6.821161953725171",,"{'lower': 'Weilerswist-West', 'upper': 'Erftstadt', 'symbols': ['SEPARATE', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de616,A1 | Köln-Nord - Leverkusener Brücke, Euskirchen -> Dortmund,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Euskirchen -> Dortmund, zwischen 4.2 km hinter AK Köln-Nord und 0.7 km vor Leverkusener Brücke  Länge: 1.55 km | Maximale Durchfahrtbreite: 7.5 m  Rheinbr. Leverkusen",51.02080626612525,6.936369209465316,2025-10-12T05:00:00+02:00,,"51.02080626612525,6.936369209465316,51.02976238254422,6.953255106249148",,"{'lower': 'Leverkusener Brücke', 'upper': 'Köln-Nord', 'symbols': ['ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'CLOSED', 'ARROW_UP', 'ARROW_UP']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de626,A1 | Köln-Niehl - Leverkusen, Köln -> Dortmund,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Köln -> Dortmund, zwischen 0.7 km hinter AS Köln-Niehl und 2.6 km vor AK Leverkusen  Länge: 1.9 km | Maximale Durchfahrtbreite: 9.5 m  Rheinbr. Leverkusen",51.02838534321809,6.950447125375686,2025-10-12T05:00:00+02:00,,"51.02838534321809,6.950447125375686,51.03850910405447,6.971884925421048",,"{'lower': 'Leverkusen', 'upper': 'Köln-Niehl', 'symbols': ['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de610,A1 | Köln-Niehl - Leverkusener Brücke, Köln -> Dortmund,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Köln -> Dortmund, zwischen 0.7 km hinter AS Köln-Niehl und 0.7 km vor Leverkusener Brücke  Länge: 0.25 km | Maximale Durchfahrtbreite: 10 m  Rheinbr. Leverkusen",51.028403035655366,6.950479404748125,2025-10-12T05:00:00+02:00,,"51.028403035655366,6.950479404748125,51.02978025325428,6.953286525415552",,"{'lower': 'Leverkusener Brücke', 'upper': 'Köln-Niehl', 'symbols': ['ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de614,A1 | Leverkusener Brücke - Köln-Nord, Dortmund -> Euskirchen,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Dortmund -> Euskirchen, zwischen 0.7 km hinter Leverkusener Brücke und 4.2 km vor AK Köln-Nord  Länge: 1.55 km | Maximale Durchfahrtbreite: 10 m  Rheinbr. Leverkusen",51.029865458373784,6.953108003126063,2025-10-12T05:00:00+02:00,,"51.029865458373784,6.953108003126063,51.02095122835606,6.936207009265913",,"{'lower': 'Köln-Nord', 'upper': 'Leverkusener Brücke', 'symbols': ['ARROW_DOWN', 'ARROW_DOWN', 'CLOSED', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de612,A1 | Leverkusener Brücke - Köln-Niehl, Dortmund -> Köln,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Dortmund -> Köln, zwischen 0.7 km hinter Leverkusener Brücke und 0.7 km vor AS Köln-Niehl  Länge: 0.25 km | Maximale Durchfahrtbreite: 10 m  Rheinbr. Leverkusen",51.02988360432935,6.953140217891511,2025-10-12T05:00:00+02:00,,"51.02988360432935,6.953140217891511,51.02856340406084,6.9503889392463565",,"{'lower': 'Köln-Niehl', 'upper': 'Leverkusener Brücke', 'symbols': ['ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de630,A1 | Leverkusen-West - Leverkusen, Köln -> Dortmund,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Köln -> Dortmund, zwischen 1.7 km hinter AK Leverkusen-West und 0.6 km vor AK Leverkusen  Länge: 0.92 km | Maximale Durchfahrtbreite: 11.25 m  Rheinbr. Leverkusen",51.037448025211326,6.987361631618648,2025-10-12T05:00:00+02:00,,"51.037448025211326,6.987361631618648,51.03922828349527,7.000090071285123",,"{'lower': 'Leverkusen', 'upper': 'Leverkusen-West', 'symbols': ['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de608,A1 | Leverkusen-West - Leverkusen, Köln -> Dortmund,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Köln -> Dortmund, zwischen 1.0 km hinter AK Leverkusen-West und 1.5 km vor AK Leverkusen  Länge: 0.75 km | Maximale Durchfahrtbreite: 6.5 m  Rheinbr. Leverkusen",51.0386108422709,6.976801562146979,2025-10-12T05:00:00+02:00,,"51.0386108422709,6.976801562146979,51.037448025211326,6.987361631618633",,"{'lower': 'Leverkusen', 'upper': 'Leverkusen-West', 'symbols': ['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'CLOSED', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de604,A1 | Leverkusen-West - Leverkusen, Köln -> Dortmund,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Köln -> Dortmund, zwischen 0.6 km hinter AK Leverkusen-West und 2.3 km vor AK Leverkusen  Länge: 0.35 km | Maximale Durchfahrtbreite: 9 m  Rheinbr. Leverkusen",51.03850910405447,6.971884925421048,2025-10-12T05:00:00+02:00,,"51.03850910405447,6.971884925421048,51.0386108422709,6.976801562146963",,"{'lower': 'Leverkusen', 'upper': 'Leverkusen-West', 'symbols': ['ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de628,A1 | Leverkusen - Leverkusen-West, Dortmund -> Köln,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Dortmund -> Köln, zwischen 0.6 km hinter AK Leverkusen und 1.7 km vor AK Leverkusen-West  Länge: 0.92 km | Maximale Durchfahrtbreite: 11.25 m  Rheinbr. Leverkusen",51.03935899317696,6.9999866572371685,2025-10-12T05:00:00+02:00,,"51.03935899317696,6.9999866572371685,51.037601072644776,6.987369707796748",,"{'lower': 'Leverkusen-West', 'upper': 'Leverkusen', 'symbols': ['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de624,A1 | Leverkusen - Köln-Niehl, Dortmund -> Köln,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Dortmund -> Köln, zwischen 2.6 km hinter AK Leverkusen und 0.7 km vor AS Köln-Niehl  Länge: 1.9 km | Maximale Durchfahrtbreite: 9.5 m  Rheinbr. Leverkusen",51.038641157209206,6.971846848930256,2025-10-12T05:00:00+02:00,,"51.038641157209206,6.971846848930256,51.02855202121853,6.950351867466722",,"{'lower': 'Köln-Niehl', 'upper': 'Leverkusen', 'symbols': ['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de606,A1 | Leverkusen - Leverkusen-West, Dortmund -> Köln,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Dortmund -> Köln, zwischen 1.5 km hinter AK Leverkusen und 1.0 km vor AK Leverkusen-West  Länge: 0.75 km | Maximale Durchfahrtbreite: 9.25 m  Rheinbr. Leverkusen",51.037601072644776,6.987369707796748,2025-10-12T05:00:00+02:00,,"51.037601072644776,6.987369707796748,51.038761310052244,6.97683586056455",,"{'lower': 'Leverkusen-West', 'upper': 'Leverkusen', 'symbols': ['CLOSED', 'BORDER_LEFT', 'ARROW_DOWN', 'ARROW_DOWN', 'CLOSED', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP', 'BORDER_RIGHT', 'CLOSED']}"
A1,2023-000192--vi-bs.2025-10-12_05-00-00-000.devi-zus.2021-04-15_15-00-00-000_001.de602,A1 | Leverkusen - Leverkusen-West, Dortmund -> Köln,"Zeitraum dieser Bauphase: Beginn: 12.10.25 um 05:00 Uhr Ende: 15.12.25 um 22:00 Uhr (Ende der Gesamtmaßnahme: 05.03.26)  A1: Dortmund -> Köln, zwischen 2.3 km hinter AK Leverkusen und 0.6 km vor AK Leverkusen-West  Länge: 0.35 km | Max. 80 km/h | Maximale Durchfahrtbreite: 9 m  Rheinbr. Leverkusen",51.038761310052244,6.97683586056455,2025-10-12T05:00:00+02:00,,"51.038761310052244,6.97683586056455,51.038641157209206,6.971846848930256",,"{'lower': 'Leverkusen-West', 'upper': 'Leverkusen', 'symbols': ['ARROW_DOWN', 'ARROW_DOWN', 'ARROW_DOWN', 'SEPARATE', 'ARROW_UP', 'ARROW_UP', 'ARROW_UP']}"
A1,2023-000139--vi-fbm.2025-11-11_09-00-00-000.devi-zus.2024-02-14_05-00-00-000.de179,A1 | Burscheid - Wermelskirchen, Köln -> Dortmund,"Die Baustelle ist zu folgenden Zeiträumen gültig: 11.11.25 von 09:00 bis 15:00 Uhr 12.11.25 von 09:00 bis 15:00 Uhr  A1: Köln -> Dortmund, zwischen 4.8 km hinter AS Burscheid und 2.3 km vor AS Wermelskirchen  Länge: 0.7 km | Maximale Durchfahrtbreite: 7.5 m  BW Sengbach-Talbrücke",51.120914753785826,7.161664468728841,,,"51.120914753785826,7.161664468728841,51.123336516004215,7.170885131097419",,"{'lower': 'Wermelskirchen', 'upper': 'Burscheid', 'symbols': ['SEPARATE', 'ARROW_UP', 'ARROW_UP', 'CLOSED', 'BORDER_RIGHT', 'BREAKDOWN_LANE']}"
